GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,SubOrientedPoint,4,55,0,6,2,9,2,7,2,4
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet.SubIntervalsIterator,8,162,1,21,2,38,2,14,1,4
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Interval,12,63,0,8,4,13,4,10,4,6
Apache Commons Math,org.apache.commons.math3.optimization.linear,Relationship,3,56,0,3,1,14,1,5,1,3
Apache Commons Math,org.apache.commons.math3.optimization.linear,AbstractLinearOptimizer,7,58,1,1,1,19,1,10,0,10
Apache Commons Math,org.apache.commons.math3.optimization.linear,LinearConstraint,75,72,7,5,18,22,9,8,3,8
Apache Commons Math,org.apache.commons.math3.optimization.linear,SimplexSolver,0,341,0,54,0,82,0,34,0,7
Apache Commons Math,org.apache.commons.math3.optimization.linear,LinearObjectiveFunction,23,72,4,4,4,19,6,8,2,8
Apache Commons Math,org.apache.commons.math3.optimization.linear,UnboundedSolutionException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optimization.linear,SimplexTableau,50,1006,11,117,14,184,14,82,3,29
Apache Commons Math,org.apache.commons.math3.optimization.linear,NoFeasibleSolutionException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,OpenIntToDoubleHashMap,0,681,0,68,0,157,0,58,0,24
Apache Commons Math,org.apache.commons.math3.util,FastMath.CodyWaite,0,92,0,2,0,24,0,5,0,4
Apache Commons Math,org.apache.commons.math3.util,DefaultTransformer,2,44,0,6,1,12,1,6,1,3
Apache Commons Math,org.apache.commons.math3.util,FastMath.lnMant,0,3,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,Combinations.LexicographicIterator,12,181,3,15,4,39,4,9,1,3
Apache Commons Math,org.apache.commons.math3.util,Decimal64,58,613,2,12,11,98,11,67,9,62
Apache Commons Math,org.apache.commons.math3.util,ResizableDoubleArray,72,978,11,78,23,229,18,76,7,42
Apache Commons Math,org.apache.commons.math3.util,FastMath,234,8435,56,800,38,1637,48,472,3,86
Apache Commons Math,org.apache.commons.math3.util,BigReal,13,400,0,4,6,77,4,33,4,31
Apache Commons Math,org.apache.commons.math3.util,Decimal64Field,0,13,0,0,0,5,0,5,0,5
Apache Commons Math,org.apache.commons.math3.util,MultidimensionalCounter.Iterator,11,91,1,7,3,17,4,7,3,4
Apache Commons Math,org.apache.commons.math3.util,MedianOf3PivotingStrategy,0,66,0,10,0,14,0,7,0,2
Apache Commons Math,org.apache.commons.math3.util,MathUtils,40,185,22,40,7,41,16,28,0,13
Apache Commons Math,org.apache.commons.math3.util,Precision,89,636,33,98,3,129,24,67,3,19
Apache Commons Math,org.apache.commons.math3.util,IterationEvent,0,10,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.util,Combinations,4,64,1,5,1,16,1,8,0,6
Apache Commons Math,org.apache.commons.math3.util,KthSelector,0,210,1,37,0,48,1,23,0,5
Apache Commons Math,org.apache.commons.math3.util,FastMath.ExpIntTable,0,5,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,CombinatoricsUtils,7,693,2,96,1,128,2,57,0,10
Apache Commons Math,org.apache.commons.math3.util,FastMathCalc,1916,0,62,0,315,0,48,0,17,0
Apache Commons Math,org.apache.commons.math3.util,MathArrays,348,2233,62,225,71,428,42,155,6,46
Apache Commons Math,org.apache.commons.math3.util,MathArrays.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.util,MathArrays.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.util,OpenIntToDoubleHashMap.Iterator,16,96,4,12,4,22,4,9,0,5
Apache Commons Math,org.apache.commons.math3.util,CompositeFormat,0,214,1,27,0,59,1,21,0,8
Apache Commons Math,org.apache.commons.math3.util,OpenIntToFieldHashMap.Iterator,17,95,4,12,4,22,4,9,0,5
Apache Commons Math,org.apache.commons.math3.util,FastMathLiteralArrays,0,33548,0,0,0,6085,0,6,0,6
Apache Commons Math,org.apache.commons.math3.util,Incrementor.new Incrementor.MaxCountExceededCallback() {...},0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.util,MultidimensionalCounter,30,229,2,22,4,47,2,18,1,7
Apache Commons Math,org.apache.commons.math3.util,Combinations.LexicographicComparator,0,114,0,14,0,27,0,10,0,3
Apache Commons Math,org.apache.commons.math3.util,Combinations.IterationOrder,0,14,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,Combinations.SingletonIterator,8,21,1,1,2,8,2,3,1,3
Apache Commons Math,org.apache.commons.math3.util,ResizableDoubleArray.ExpansionMode,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,ContinuedFraction,56,103,7,9,11,30,9,4,2,3
Apache Commons Math,org.apache.commons.math3.util,Incrementor,9,69,1,7,2,23,1,13,0,10
Apache Commons Math,org.apache.commons.math3.util,MathArrays.OrderDirection,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,ArithmeticUtils,84,945,10,140,20,211,15,87,8,19
Apache Commons Math,org.apache.commons.math3.util,FastMath.ExpFracTable,0,5,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,RandomPivotingStrategy,18,6,0,0,2,3,1,1,1,1
Apache Commons Math,org.apache.commons.math3.util,IterationManager,25,96,0,8,7,23,3,13,3,9
Apache Commons Math,org.apache.commons.math3.util,MathArrays.Position,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,BigRealField,2,8,0,0,1,4,1,4,1,4
Apache Commons Math,org.apache.commons.math3.util,OpenIntToFieldHashMap,12,693,0,68,5,155,2,57,2,23
Apache Commons Math,org.apache.commons.math3.util,TransformerMap,36,134,8,12,9,31,8,14,1,11
Apache Commons Math,org.apache.commons.math3.util,Pair,13,110,5,15,3,24,6,14,1,9
Apache Commons Math,org.apache.commons.math3.util,CentralPivotingStrategy,15,3,0,0,2,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.util,BigRealField.LazyHolder,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.exception.util,DummyLocalizable,15,0,0,0,6,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.exception.util,ArgUtils,0,55,1,7,0,9,1,4,0,1
Apache Commons Math,org.apache.commons.math3.exception.util,LocalizedFormats,0,3633,1,1,0,340,1,4,0,4
Apache Commons Math,org.apache.commons.math3.exception.util,ExceptionContext,3,343,0,20,1,81,1,27,1,17
Apache Commons Math,org.apache.commons.math3.ml.clustering,FuzzyKMeansClusterer,104,506,16,40,23,99,15,31,4,14
Apache Commons Math,org.apache.commons.math3.ml.clustering,MultiKMeansPlusPlusClusterer,9,58,0,4,3,16,3,5,3,3
Apache Commons Math,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer.EmptyClusterStrategy,0,44,0,0,0,9,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ml.clustering,DoublePoint,6,47,1,3,2,12,2,6,1,5
Apache Commons Math,org.apache.commons.math3.ml.clustering,CentroidCluster,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ml.clustering,DBSCANClusterer.PointStatus,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ml.clustering,Clusterer,0,17,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math3.ml.clustering,DBSCANClusterer,0,219,0,28,0,51,0,22,0,8
Apache Commons Math,org.apache.commons.math3.ml.clustering,Cluster,0,17,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer,252,454,38,50,62,99,31,31,8,9
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,0,514,0,24,0,99,0,15,0,3
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,SymmetricGaussIntegrator,0,104,0,6,0,25,0,6,0,3
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,0,334,0,24,0,70,0,14,0,2
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,BaseRuleFactory,19,136,2,8,4,30,2,8,0,5
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,GaussIntegratorFactory,0,117,0,2,0,20,0,9,0,8
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,0,321,0,24,0,62,0,14,0,2
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,GaussIntegrator,8,92,1,3,2,21,1,7,0,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Kurtosis,6,245,3,13,3,53,4,14,1,9
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,FourthMoment,6,107,0,2,3,27,1,7,1,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,StandardDeviation,41,96,0,0,9,28,5,12,5,12
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,VectorialCovariance,60,214,9,19,13,39,9,12,1,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,ThirdMoment,0,109,0,2,0,29,0,8,0,7
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SemiVariance.Direction,0,37,0,0,0,9,0,3,0,3
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,FirstMoment,6,106,0,2,3,32,1,8,1,7
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SecondMoment,8,67,0,2,3,20,1,7,1,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,GeometricMean,22,91,1,3,7,29,3,12,2,11
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,VectorialMean,22,103,4,12,7,20,5,9,1,5
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Mean,8,181,3,9,4,43,4,14,1,11
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SemiVariance,91,142,0,12,23,33,9,14,9,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Skewness,9,237,2,14,3,52,3,15,1,9
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Variance,53,435,14,32,10,103,17,27,3,18
Apache Commons Math,org.apache.commons.math3.analysis.function,Atan,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Atanh,13,0,0,0,4,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.analysis.function,Cosh,4,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Atan2,7,0,0,0,2,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.analysis.function,Divide,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Tan,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Floor,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Expm1,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Logit.Parametric,30,33,0,4,4,8,1,5,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Abs,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Constant,5,19,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Ceil,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Add,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Logit,9,168,0,16,3,28,2,12,2,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Logistic,4,94,0,2,1,13,1,5,1,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Acos,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Sigmoid.Parametric,0,57,0,4,0,11,0,6,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Max,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Rint,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Asinh,13,0,0,0,4,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.analysis.function,HarmonicOscillator,4,98,0,4,1,17,1,6,1,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Acosh,13,0,0,0,4,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.analysis.function,Gaussian,4,207,0,14,1,38,1,13,1,6
Apache Commons Math,org.apache.commons.math3.analysis.function,StepFunction,0,78,0,14,0,22,0,9,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Min,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Sigmoid,4,161,0,8,1,30,1,9,1,5
Apache Commons Math,org.apache.commons.math3.analysis.function,HarmonicOscillator.Parametric,0,88,0,4,0,17,0,6,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Power,4,16,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Identity,5,7,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Signum,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Multiply,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Minus,5,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Sin,0,13,0,0,0,4,0,4,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Log10,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Asin,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Logistic.Parametric,27,156,0,6,4,25,1,6,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Sqrt,4,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Ulp,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Tanh,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Log1p,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Subtract,7,0,0,0,2,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.analysis.function,Exp,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Gaussian.Parametric,0,124,0,6,0,21,0,7,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Cos,4,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Log,4,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Sinc,6,353,2,24,1,55,3,15,1,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Sinh,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Pow,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Inverse,4,10,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Cbrt,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.dfp,DfpField,46,739,8,38,12,154,19,44,11,29
Apache Commons Math,org.apache.commons.math3.dfp,Dfp,360,5242,81,697,84,1034,83,426,5,108
Apache Commons Math,org.apache.commons.math3.dfp,DfpDec,125,563,12,100,26,117,22,56,10,9
Apache Commons Math,org.apache.commons.math3.dfp,DfpField.RoundingMode,0,84,0,0,0,17,0,1,0,1
Apache Commons Math,org.apache.commons.math3.dfp,DfpMath,180,1690,40,154,34,345,29,88,1,19
Apache Commons Math,org.apache.commons.math3.dfp,BracketingNthOrderBrentSolverDFP,66,543,7,59,13,122,9,36,3,7
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,PSquarePercentile.Markers,0,588,0,38,0,93,0,35,0,16
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile,37,472,3,42,11,112,4,47,2,25
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,PSquarePercentile.FixedCapacityList,2,38,3,5,0,8,3,4,0,3
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,PSquarePercentile,0,383,0,48,0,80,0,39,0,15
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,46,0,4,0,6,0,4,0,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,46,0,4,0,7,0,4,0,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,33,0,4,0,6,0,4,0,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,44,0,4,0,6,0,4,0,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,40,0,4,0,6,0,4,0,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,31,0,4,0,6,0,4,0,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,32,0,4,0,5,0,4,0,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,24,0,2,0,4,0,3,0,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,59,0,4,0,10,0,5,0,3
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,33,0,2,0,4,0,4,0,3
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Median,13,29,0,0,3,6,2,4,2,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType,0,223,0,8,0,41,0,10,0,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,PSquarePercentile.Marker,3,483,7,43,1,90,7,33,0,15
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Min,6,107,0,12,3,29,1,14,1,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Max,6,107,0,12,3,29,1,14,1,8
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,EvaluationRmsChecker,5,31,0,4,2,8,1,4,1,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer.InternalData,0,21,0,0,0,8,0,1,0,1
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,OptimumImpl,8,40,0,0,2,12,2,8,2,8
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresAdapter,0,35,0,0,0,10,0,8,0,8
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,DenseWeightedEvaluation,0,29,0,0,0,7,0,4,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,14,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,40,0,0,0,11,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,27,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,39,0,0,0,10,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer,90,1997,16,186,17,397,20,99,5,13
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalValueAndJacobianFunction,0,40,0,0,0,9,0,4,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresBuilder,5,90,0,0,2,30,1,14,1,14
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer,27,174,1,17,8,42,5,11,4,3
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,AbstractEvaluation,0,76,0,2,0,18,0,6,0,5
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem.UnweightedEvaluation,0,25,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem.LazyUnweightedEvaluation,20,14,0,0,3,5,3,1,3,1
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new LeastSquaresAdapter() {...},14,0,0,0,3,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new ConvergenceChecker() {...},0,31,0,0,0,11,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory,54,77,0,6,25,23,5,8,5,5
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new LeastSquaresAdapter() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition,0,44,0,0,0,9,0,1,0,1
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem,2,99,1,9,0,26,1,9,0,5
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.InitializationCompletedMarkerException,0,4,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ode,ExpandableStatefulODE.SecondaryComponent,0,24,0,0,0,7,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ode,ExpandableStatefulODE,57,289,4,14,7,56,6,20,2,15
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices,44,358,9,25,10,69,9,19,0,11
Apache Commons Math,org.apache.commons.math3.ode,UnknownParameterException,12,0,0,0,4,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.NordsieckInitializer,52,222,2,8,6,36,2,6,0,3
Apache Commons Math,org.apache.commons.math3.ode,AbstractIntegrator,12,622,2,60,4,131,4,51,2,22
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.MismatchedEquations,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.ode,ContinuousOutputModel,22,536,3,45,4,113,5,32,2,11
Apache Commons Math,org.apache.commons.math3.ode,FirstOrderConverter,0,75,0,0,0,14,0,3,0,3
Apache Commons Math,org.apache.commons.math3.ode,ParameterConfiguration,0,19,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.ode,AbstractParameterizable,23,52,2,6,7,10,4,5,2,3
Apache Commons Math,org.apache.commons.math3.ode,ParameterizedWrapper,35,0,2,0,12,0,8,0,7,0
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator,49,139,2,2,13,36,7,7,5,7
Apache Commons Math,org.apache.commons.math3.ode,AbstractIntegrator.new Comparator() {...},0,18,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.JacobiansSecondaryEquations,9,251,5,21,1,39,5,11,0,3
